x,y,z,magnitude,time
-0.607,0.074,0.039,0.613,91.13
-1.383,-0.422,-0.004,1.446,91.2
-1.41,-0.104,-0.197,1.428,91.27
-0.664,0.283,-0.07,0.725,91.34
-0.311,-0.146,-0.164,0.381,91.42
-1.211,-0.156,0.047,1.222,91.49
-1,0.256,0.053,1.034,91.56
-2.287,0.357,-0.186,2.322,91.63
-2.703,-0.352,0.48,2.768,91.7
-1.352,0.223,0.537,1.471,91.77
0.053,0.318,-0.324,0.457,91.84
1.092,-0.305,-0.436,1.214,91.92
-0.275,0.01,-0.111,0.297,91.99
-1.072,0.342,0.344,1.177,92.06
-3.195,-0.432,1.023,3.383,92.13
-1.076,0.389,0.346,1.195,92.2
-0.695,-0.316,-0.014,0.764,92.27
-0.076,-0.1,-0.305,0.329,92.35
-1.404,0.236,0.25,1.446,92.42
-1.426,0.033,-0.082,1.429,92.49
-0.691,-0.197,-0.107,0.727,92.56
-0.238,0.176,-0.174,0.343,92.63
-2.42,-0.064,0.016,2.421,92.7
-1.055,-0.076,-0.033,1.058,92.78
-0.48,0.174,-0.035,0.512,92.85
-0.74,-0.016,-0.154,0.756,92.92
-3.078,0.021,0.035,3.078,92.99
-2.441,0.467,-0.41,2.519,93.06
-1.26,0.299,-0.355,1.343,93.14
0.459,-0.178,-0.26,0.557,93.21
0.795,-0.152,-0.857,1.179,93.28
-0.645,-0.063,0.176,0.671,93.35
-1.311,-0.131,-0.414,1.381,93.43
-2.492,0.744,-0.17,2.606,93.5
-1.189,-0.105,-0.205,1.212,93.57
-0.424,-0.139,-0.115,0.461,93.64
-0.402,0.193,-0.023,0.447,93.71
-1.158,0.334,-0.203,1.222,93.79
-1.748,-0.018,-0.047,1.749,93.86
-0.846,0.086,-0.209,0.875,93.93
-0.287,0.049,-0.258,0.389,94
-0.84,-0.186,-0.016,0.86,94.07
-0.973,0.139,-0.203,1.003,94.15
-1.23,0.02,-0.104,1.235,94.22
-2.336,-0.182,-0.252,2.356,94.29
-2.324,0.193,-0.004,2.332,94.36
-1.252,0.063,-0.104,1.258,94.43
0.133,-0.041,-0.273,0.307,94.51
1.012,-0.328,-0.75,1.301,94.58
-0.314,0.35,0.484,0.675,94.65
-0.834,-0.053,-0.312,0.892,94.72
-3.221,0.494,0.184,3.264,94.79
-1.27,-0.016,0.467,1.353,94.86
-0.373,0.063,-0.061,0.383,94.94
-0.162,-0.031,-0.037,0.169,95.01
-1.494,-0.094,0.004,1.497,95.08
-1.643,0.039,0.102,1.646,95.15
-0.875,0.059,-0.137,0.888,95.22
-0.535,0.025,-0.07,0.54,95.29
-0.734,-0.041,-0.086,0.741,95.37
-1.322,-0.023,-0.254,1.347,95.44
-1.098,-0.023,-0.115,1.104,95.51
-0.637,-0.064,0.139,0.655,95.58
-1.496,0.459,-0.217,1.58,95.66
-2.342,-0.129,0.182,2.352,95.73
-1.857,0.17,-0.162,1.872,95.8
-0.928,0.104,0.068,0.936,95.87
0.725,0.111,-0.221,0.766,95.94
0.479,-0.236,0.002,0.534,96.01
-0.826,0.18,0.277,0.89,96.08
-1.914,0.08,0.332,1.944,96.15
-1.383,0.287,-0.438,1.479,96.23
-0.879,-0.105,0.148,0.898,96.3
-0.23,-0.002,-0.1,0.251,96.37
-0.451,0.133,-0.291,0.553,96.44
-1.605,-0.156,-0.627,1.731,96.51
-0.813,0.049,-0.072,0.817,96.59
-0.186,0.029,-0.529,0.562,96.66
-1.637,0.041,-0.066,1.639,96.73
-0.738,-0.039,-0.262,0.784,96.8
-0.715,-0.045,-0.201,0.744,96.87
-2.273,0.125,-0.602,2.355,96.95
-2.01,0.055,-0.076,2.012,97.02
-0.863,0.002,-0.447,0.972,97.09
0.422,0.178,-0.174,0.49,97.16
0.443,-0.535,-0.309,0.76,97.23
-0.377,0.156,0.127,0.427,97.3
-1.646,0.264,0.154,1.675,97.37
-2.477,-0.211,0.148,2.49,97.45
-0.867,0.076,0.068,0.873,97.52
-0.154,-0.057,-0.029,0.167,97.59
-0.187,0.092,-0.078,0.223,97.66
-2.676,0.287,0.152,2.695,97.73
-1.307,-0.025,0.023,1.307,97.8
-0.457,-0.07,-0.162,0.49,97.88
-0.365,0.262,-0.084,0.457,97.95
-1.342,0.049,-0.045,1.343,98.02
-0.846,0.023,-0.184,0.866,98.09
-0.227,0.094,-0.342,0.421,98.16
-0.648,-0.064,-0.098,0.659,98.24
-2.457,0.066,0.613,2.533,98.31
-2.105,0.146,-0.361,2.141,98.38
-1.082,0,0.078,1.085,98.45
0.58,0.104,-0.195,0.621,98.52
0.227,-0.148,0.383,0.469,98.59
-0.559,0.027,0.141,0.577,98.66
-2.555,0.174,-0.07,2.562,98.73
-3.246,0.115,0.154,3.252,98.8
-1.035,-0.148,0.203,1.065,98.88
-0.268,0.047,-0.07,0.281,98.95
-0.063,0.152,-0.242,0.293,99.02
-2.305,0.164,0.088,2.312,99.09
-1.531,-0.104,-0.273,1.559,99.16
-0.674,0.244,-0.164,0.735,99.23
-0.533,0.064,-0.104,0.547,99.31
-1.877,0.01,-0.42,1.923,99.38
-1.273,0.027,-0.201,1.29,99.45
-0.604,0.104,-0.02,0.613,99.52
-0.014,0.115,-0.113,0.162,99.59
-0.348,-0.043,-0.158,0.384,99.67
-2.131,0.084,-0.721,2.251,99.74
-2.521,0.186,-0.375,2.556,99.81
-1.379,-0.182,-0.164,1.4,99.88
0.213,0.531,0.131,0.587,99.95
0.783,-0.295,-0.207,0.862,100.02
-0.373,-0.316,0.107,0.501,100.1
-3.088,-0.047,0.057,3.089,100.17
-2.434,0.059,-0.283,2.451,100.24
-0.854,0.119,0.326,0.921,100.31
0.008,-0.113,-0.281,0.303,100.39
-3.877,0.324,1.588,4.202,100.46
-1.082,-0.021,-0.012,1.082,100.53
-0.453,-0.102,-0.096,0.474,100.61
-1.508,0.039,-0.184,1.519,100.68
-1.207,-0.107,-0.1,1.216,100.75
-0.621,-0.014,-0.043,0.623,100.83
-0.902,0.176,-0.205,0.942,100.9
-0.908,-0.094,-0.268,0.951,100.97
-1.951,-0.131,-0.402,1.997,101.05
-1.33,0.355,-0.197,1.391,101.12
-0.508,0.129,-0.201,0.561,101.19
-0.299,-0.16,-0.119,0.359,101.27
-0.57,-0.066,-0.41,0.706,101.34
-2.883,0.072,0.082,2.885,101.41
-1.748,0.055,-0.191,1.759,101.49
0.305,0.166,-0.275,0.443,101.56
0.666,-0.348,-0.187,0.774,101.63
-0.428,0.148,0.176,0.486,101.7
-0.771,0.256,-0.281,0.86,101.77
-4,-0.324,-0.873,4.107,101.85
-0.857,0.531,0.158,1.021,101.92
-0.135,-0.064,-0.035,0.153,101.99
-0.484,-0.115,-0.047,0.5,102.07
-1.584,0.094,-0.09,1.589,102.14
-1.311,0.133,-0.002,1.317,102.21
-0.525,-0.037,-0.338,0.626,102.29
-0.842,-0.125,0.123,0.86,102.36
-1.213,-0.012,-0.43,1.287,102.43
-1.312,0.256,-0.309,1.372,102.51
-0.938,-0.119,-0.264,0.981,102.58
-0.412,-0.146,-0.166,0.468,102.65
-0.512,0.07,-0.553,0.757,102.73
-1.408,-0.25,-0.35,1.472,102.8
-1.178,-0.146,-0.113,1.192,102.88
-2.133,0.383,-0.539,2.233,102.95
-1.889,-0.15,0.098,1.897,103.02
-0.773,0.045,-0.248,0.813,103.09
0.504,0.266,-0.205,0.605,103.16
0.469,-0.471,-0.271,0.718,103.24
-0.416,0.199,0.367,0.59,103.31
-1.932,-0.121,-0.502,1.999,103.38
-1.359,0.256,-0.414,1.444,103.46
-0.646,-0.102,0.082,0.66,103.53
-0.123,-0.119,-0.387,0.423,103.6
-0.803,0.105,-0.15,0.823,103.68
-1.75,0.273,-0.324,1.801,103.75
-1.09,-0.104,-0.109,1.1,103.82
-0.189,0.016,-0.34,0.389,103.9
-1.061,0.064,-0.24,1.089,103.97
-0.658,-0.006,-0.187,0.684,104.04
-1.051,0.045,0.152,1.063,104.11
-1.654,-0.17,-0.684,1.798,104.19
-1.65,0.137,-0.486,1.726,104.26
-1.238,0.115,-0.031,1.244,104.33
-0.418,-0.018,-0.287,0.507,104.41
-0.187,0.037,-0.363,0.41,104.48
-0.592,-0.008,-0.385,0.706,104.55
-2.451,0.027,-0.707,2.551,104.63
-2.092,-0.299,-0.891,2.293,104.7
-0.076,0.148,-0.109,0.199,104.77
0.924,0.061,-0.047,0.927,104.84
-0.016,-0.039,-0.281,0.284,104.92
-1.08,-0.115,0.033,1.087,104.99
-2.561,0.061,-1.381,2.91,105.06
-1.27,-0.025,-0.307,1.306,105.14
-0.209,-0.107,-0.156,0.282,105.21
-0.193,-0.111,-0.211,0.307,105.29
-2.094,0.191,-0.264,2.119,105.36
-1.203,-0.127,-0.137,1.218,105.43
-0.303,-0.156,-0.225,0.408,105.51
-0.328,0.191,-0.236,0.447,105.58
-1.855,0.096,-0.279,1.879,105.65
-0.533,-0.029,-0.096,0.543,105.72
-0.602,0.035,-0.268,0.659,105.8
-2.105,0.199,-0.6,2.198,105.87
-2.289,-0.18,-0.57,2.366,105.95
-1.258,0.387,-0.006,1.316,106.02
0.387,-0.262,-0.273,0.541,106.09
1.023,0.152,-0.277,1.071,106.16
-0.551,0.129,0.043,0.567,106.23
-1.264,0.045,-0.125,1.271,106.31
-3.15,0.105,0.127,3.155,106.38
-1.279,-0.129,-0.252,1.31,106.45
-0.197,-0.09,-0.105,0.241,106.53
-0.219,0.187,0.074,0.298,106.6
-1.814,0.236,0.021,1.83,106.67
-1.734,-0.102,0.252,1.756,106.74
-0.641,0.074,-0.191,0.673,106.82
-0.189,0.051,-0.242,0.312,106.89
-0.803,-0.043,-0.088,0.809,106.96
-1.721,0.186,-0.174,1.739,107.04
-1.168,0.045,-0.371,1.226,107.11
-0.176,-0.078,-0.297,0.354,107.18
-0.215,-0.055,-0.084,0.237,107.25
-4,0.111,-1.154,4.165,107.33
-2.414,0.381,-0.207,2.453,107.4
-1.689,-0.186,-0.496,1.771,107.47
0.176,0.137,0.049,0.228,107.55
1.367,-0.27,-0.939,1.681,107.62
-0.41,0.268,0.08,0.496,107.69
-0.908,-0.006,0.02,0.908,107.76
-3.385,0.045,-1.168,3.581,107.84
-1.424,-0.068,-0.596,1.545,107.91
-0.273,-0.002,-0.104,0.292,107.98
-0.141,-0.049,-0.041,0.154,108.06
-2.871,0.002,0.168,2.876,108.13
-1.381,0.211,0.025,1.397,108.2
-0.568,-0.053,-0.178,0.598,108.27
-0.293,-0.01,-0.203,0.357,108.35
-0.709,0.09,-0.117,0.724,108.42
-1.969,0.26,-0.293,2.007,108.49
-1.34,0.109,-0.453,1.419,108.57
-0.912,0.004,-0.332,0.971,108.64
-0.381,0.176,-0.373,0.561,108.71
-0.5,-0.072,-0.457,0.681,108.79
-2.365,0.098,-0.42,2.404,108.86
-2.219,0.186,-0.307,2.248,108.93
-1.041,0.178,-0.523,1.179,109
0.453,0.168,-0.193,0.521,109.08
0.604,-0.311,-0.379,0.777,109.15
-0.67,-0.145,0.549,0.878,109.22
-1.443,0.244,-0.633,1.595,109.29
-3.729,0.029,-0.404,3.75,109.37
-1.031,0.154,0.203,1.062,109.44
-0.146,-0.471,-0.135,0.511,109.51
-0.146,0.061,-0.295,0.335,109.59
-2.385,0.555,0.078,2.45,109.66
-1.293,-0.061,-0.143,1.302,109.73
-0.471,0.02,-0.436,0.642,109.8
-0.406,0.326,-0.127,0.536,109.88
-2.58,0.002,0.211,2.589,109.95
-1.195,0.068,-0.033,1.198,110.02
-0.434,0.117,0.018,0.449,110.09
-0.299,-0.191,-0.338,0.49,110.17
-1.795,-0.008,0.084,1.797,110.24
-0.758,0.063,-0.271,0.807,110.31
-1.174,-0.205,-0.066,1.193,110.39
-2.285,0.455,0.199,2.339,110.46
-1.27,-0.143,-0.154,1.287,110.53
-0.227,0.154,-0.068,0.283,110.61
0.424,-0.199,0.064,0.473,110.68
0.172,-0.02,-0.105,0.203,110.75
-2.029,0.318,0.016,2.054,110.82
-2.621,-0.416,-0.154,2.658,110.9
-0.961,0.4,-0.145,1.051,110.97
-0.557,-0.207,0.012,0.594,111.04
-0.18,0.002,0.002,0.18,111.11
-0.551,0.234,-0.158,0.619,111.18
-2.43,-0.105,-0.063,2.433,111.26
-0.861,-0.016,0.037,0.862,111.33
-0.184,0.055,-0.035,0.195,111.41
-0.834,0.059,-0.061,0.838,111.48
-1.959,-0.057,-0.127,1.964,111.55
-1.004,0.021,-0.023,1.004,111.62
-0.123,0.016,-0.346,0.367,111.7
-0.369,0.051,-0.201,0.423,111.77
-1.578,0.012,0.004,1.578,111.84
-2.699,0.166,-0.045,2.705,111.91
-2.109,0.088,-0.506,2.171,111.99
-0.787,0.088,0.143,0.805,112.06
0.967,0.283,-0.189,1.025,112.13
0.268,-0.268,-0.158,0.41,112.2
-0.561,0.178,0.27,0.647,112.28
-2.031,0.209,-0.025,2.042,112.35
-2.281,0.469,-0.285,2.346,112.42
-0.777,-0.148,0.064,0.794,112.49
-0.363,0.004,-0.119,0.382,112.57
-0.357,0.217,-0.059,0.422,112.64
-1.84,0.027,0.105,1.843,112.71
-1.525,-0.061,-0.025,1.527,112.79
-0.68,0.246,-0.121,0.733,112.86
-0.402,0.018,-0.043,0.405,112.93
-1.053,-0.293,-0.08,1.096,113
-1.566,0.166,0.049,1.576,113.08
-0.971,0.098,-0.207,0.997,113.15
-0.219,-0.018,-0.203,0.299,113.22
-0.426,0.027,-0.213,0.477,113.3
-1.471,-0.271,-0.207,1.51,113.37
-3.107,0.162,0.211,3.119,113.44
-2.164,-0.049,-0.221,2.176,113.51
-0.855,0.166,-0.213,0.897,113.59
0.615,0.016,0.109,0.625,113.66
0.494,-0.195,-0.334,0.628,113.73
-0.988,-0.125,0.195,1.015,113.8
-1.559,0.061,-0.189,1.571,113.88
-2.91,0.266,-0.273,2.935,113.95
-0.973,0.057,0.123,0.982,114.02
-0.096,-0.105,-0.041,0.148,114.1
-0.043,0.09,-0.055,0.114,114.17
-3.422,0.398,0.033,3.445,114.24
-1.357,-0.221,-0.225,1.393,114.31
-0.266,0.01,0.059,0.272,114.39
-0.115,-0.023,-0.295,0.318,114.46
-1.562,-0.518,-0.49,1.717,114.53
-0.813,0.021,-0.004,0.813,114.61
-0.609,-0.006,-0.213,0.646,114.68
-1.285,-0.092,0.061,1.29,114.75
-0.578,0.104,-0.066,0.591,114.83
-0.303,0.053,-0.449,0.544,114.9
-2.697,0.031,-0.242,2.708,114.97
-2.109,0.457,-0.207,2.168,115.04
-2.281,0.088,-0.012,2.283,115.12
-0.906,-0.059,0.027,0.909,115.19
1.611,0.227,-0.729,1.783,115.26
0.092,-0.158,-0.139,0.23,115.33
-0.83,0.115,0.307,0.892,115.41
-1.279,0.082,-0.344,1.327,115.48
-2.959,0.125,-0.264,2.973,115.55
-0.809,0.363,-0.094,0.891,115.62
-0.236,-0.266,-0.045,0.358,115.7
-0.174,-0.023,-0.09,0.197,115.77
-2.963,0.172,0.039,2.968,115.84
-1.531,-0.121,0.035,1.536,115.92
-0.563,0.018,-0.209,0.6,115.99
-0.311,-0.033,-0.09,0.325,116.06
-1.064,-0.018,0.037,1.065,116.14
-1.824,-0.012,-0.035,1.825,116.21
-0.982,-0.004,0.035,0.983,116.28
-0.064,0.154,-0.252,0.302,116.36
-0.318,-0.018,-0.314,0.448,116.43
-1.465,0.045,-0.131,1.471,116.5
-2.664,-0.262,-0.057,2.677,116.58
-2.475,0.646,-0.158,2.563,116.65
-1.283,0.072,0.135,1.292,116.72
0.102,-0.205,-0.168,0.284,116.79
1.033,0.029,-0.373,1.099,116.87
-0.354,0.135,-0.029,0.379,116.94
-1.859,-0.004,-0.049,1.86,117.01
-3.234,0.213,0.104,3.243,117.08
-1.152,0.299,0.27,1.221,117.15
-0.133,-0.291,-0.01,0.32,117.23
-0.039,0.078,0.031,0.093,117.3
-2.393,0.426,-0.191,2.438,117.37
-1.666,-0.141,-0.105,1.675,117.45
-0.721,0.084,-0.158,0.743,117.52
-0.463,0.068,-0.063,0.472,117.59
-0.801,-0.078,0.027,0.805,117.67
-1.977,0.193,-0.318,2.011,117.74
-1.166,-0.143,-0.15,1.184,117.81
-0.316,0.037,-0.158,0.356,117.88
-0.262,0.066,-0.029,0.272,117.96
-1.07,-0.059,-0.164,1.084,118.03
-2.881,0.246,0.396,2.918,118.1
-1.48,0.186,-0.211,1.507,118.18
0.365,-0.027,-0.145,0.394,118.25
0.334,-0.277,-0.051,0.437,118.32
-0.73,0.1,-0.027,0.738,118.39
-1.76,0.389,-0.623,1.907,118.47
-1.646,0.051,-0.383,1.691,118.54
-0.539,0.104,0.154,0.57,118.61
-0.061,-0.037,-0.148,0.165,118.69
-0.225,0.035,-0.176,0.287,118.76
-2.062,0.826,-0.404,2.258,118.83
-1.242,-0.15,0.268,1.28,118.9
-0.01,-0.02,-0.043,0.048,118.98
-0.908,0.252,-0.088,0.947,119.05
-1.404,-0.088,-0.145,1.414,119.13
-0.592,-0.072,-0.174,0.621,119.2
-0.262,-0.057,-0.326,0.422,119.27
-1.41,0.174,0.258,1.444,119.34
-1.965,-0.094,-0.186,1.976,119.42
-2.318,0.063,-0.037,2.319,119.49
-1.25,0.227,-0.023,1.271,119.56
0.119,-0.023,0.119,0.17,119.63
0.701,-0.244,-0.395,0.841,119.71
-0.287,0.09,-0.051,0.305,119.78
-2.041,0.414,0.318,2.107,119.85
-3.205,0.158,0.316,3.225,119.93
-1.021,-0.029,0.209,1.043,120
0.197,0.078,-0.156,0.263,120.07
-0.119,0.119,-0.004,0.169,120.14
-3.475,0.33,-0.309,3.504,120.21
-1.76,-0.045,-0.262,1.78,120.29
-0.627,0.113,-0.072,0.641,120.36
-0.225,0.084,-0.17,0.294,120.43
-0.813,-0.107,-0.018,0.82,120.51
-1.602,-0.006,-0.484,1.673,120.58
-0.998,0.137,0.096,1.012,120.65
-0.316,0.02,0.047,0.32,120.73
-0.357,-0.109,-0.141,0.399,120.8
-2.107,0.102,-0.428,2.153,120.87
-1.838,0.115,-0.293,1.865,120.94
-1.061,-0.246,-0.172,1.102,121.02
-0.232,0.248,-0.422,0.542,121.09
-0.217,0.096,-0.092,0.254,121.16
-1.08,-0.008,-0.346,1.134,121.24
-1.164,0.254,-0.398,1.256,121.31
-1.133,0.225,-0.295,1.192,121.38
-0.932,-0.102,-0.543,1.083,121.46
-1.152,-0.072,-0.6,1.301,121.53
-1.068,0.182,-0.457,1.176,121.61
-0.666,0.133,-0.68,0.961,121.68
-0.963,0.035,-0.547,1.108,121.75
-0.934,0.012,-0.609,1.115,121.82
-0.58,0.15,-0.641,0.877,121.89
-0.732,0.076,-0.609,0.956,121.97
-0.906,-0.008,-0.695,1.142,122.04
-0.717,0.031,-0.607,0.94,122.12
-0.686,0.086,-0.633,0.937,122.19
-0.861,0.002,-0.627,1.065,122.26
-0.732,0.086,-0.645,0.979,122.33
-0.734,0.119,-0.605,0.959,122.41
-0.816,0.057,-0.648,1.044,122.48
-0.777,0.059,-0.613,0.992,122.55
-0.771,0.107,-0.615,0.993,122.62
-0.787,0.076,-0.607,0.997,122.7
-0.779,0.074,-0.637,1.009,122.77
-0.801,0.08,-0.617,1.014,122.84
-0.82,0.084,-0.609,1.025,122.92
-0.754,0.092,-0.629,0.986,122.99
-0.783,0.076,-0.621,1.002,123.06
-0.807,0.094,-0.643,1.036,123.13
-0.787,0.082,-0.602,0.994,123.21
-0.789,0.074,-0.625,1.009,123.28
-0.77,0.09,-0.621,0.993,123.35
-0.783,0.088,-0.605,0.994,123.43
-0.787,0.08,-0.635,1.014,123.5
-0.803,0.082,-0.643,1.032,123.57
-0.77,0.078,-0.625,0.994,123.64
-0.775,0.084,-0.621,0.997,123.72
-0.797,0.08,-0.617,1.011,123.79
-0.789,0.082,-0.627,1.011,123.86
-0.771,0.078,-0.643,1.007,123.93
-0.783,0.078,-0.623,1.004,124.01
-0.781,0.092,-0.625,1.005,124.08
-0.801,0.082,-0.613,1.012,124.15
-0.779,0.08,-0.604,0.989,124.23
-0.771,0.08,-0.645,1.008,124.3
-0.779,0.082,-0.627,1.004,124.37
-0.777,0.088,-0.627,1.003,124.44
-0.797,0.086,-0.617,1.012,124.52
-0.764,0.066,-0.645,1.002,124.59
-0.764,0.088,-0.639,0.999,124.66
-0.801,0.078,-0.6,1.003,124.74
-0.777,0.092,-0.617,0.997,124.81
-0.779,0.08,-0.617,0.997,124.88
-0.82,0.088,-0.672,1.064,124.95
-0.775,0.086,-0.619,0.996,125.03
-0.803,0.09,-0.623,1.02,125.1
-0.801,0.072,-0.641,1.028,125.17
-0.775,0.1,-0.617,0.996,125.25
-0.74,0.094,-0.625,0.973,125.32
-0.789,0.002,-0.676,1.039,125.39
-0.746,0.141,-0.697,1.031,125.46
-0.748,0.109,-0.598,0.964,125.54
-0.789,0.035,-0.678,1.041,125.61
